id_instalacion,fecha_cierre,fecha_apertura,rut_jefe_cierre
19,2012-06-15 05:05:52,2012-06-18 17:45:13,50942616-3
49,2017-05-21 16:47:30,2017-06-03 23:40:58,14408869-7
93,2012-07-31 02:21:48,2012-08-07 06:21:28,44372095-2
166,2019-03-28 06:57:47,2019-04-10 22:04:44,17459269-1
35,2010-01-02 16:58:28,2010-01-17 03:55:58,23748548-3
126,2014-04-05 12:19:44,2014-04-16 01:00:49,85034590-2
120,2015-12-26 03:54:48,2016-01-03 10:02:59,96562711-1
202,2015-06-08 22:39:48,2015-06-23 01:10:49,91346186-k
98,2020-04-21 17:54:58,2020-04-29 23:44:00,35661237-k
214,2017-11-25 09:34:28,2017-11-29 12:11:52,73815426-6
47,2012-05-16 21:59:46,2012-05-31 03:13:25,27183294-k
120,2018-10-29 12:30:58,2018-11-03 15:17:18,13572944-2
51,2017-07-22 14:35:09,2017-08-01 02:57:41,44626695-0
54,2014-05-15 13:09:57,2014-05-24 03:19:42,79348268-k
32,2011-02-08 16:17:18,2011-02-13 19:32:41,99233768-0
192,2017-12-26 11:08:41,2018-01-04 16:25:46,91085975-7
28,2017-04-22 04:34:38,2017-05-05 14:46:52,94362008-3
83,2018-07-03 21:43:26,2018-07-16 09:35:06,47922722-5
190,2020-02-23 06:12:39,2020-03-06 19:31:22,28273728-0
128,2013-01-14 05:47:27,2013-01-20 16:59:01,53383454-k
100,2018-05-31 06:13:51,2018-06-04 18:42:23,34996262-4
157,2012-06-25 10:05:03,2012-07-02 22:38:23,36081017-8
202,2020-07-15 08:25:53,2020-07-24 14:54:06,38628283-8
38,2014-06-18 11:05:16,2014-06-21 13:00:55,88772168-8
5,2020-09-01 00:24:55,2020-09-09 14:26:14,53609901-8
105,2011-01-20 14:29:52,2011-01-26 15:13:17,63382431-2
111,2019-04-20 05:34:53,2019-05-03 20:43:31,62820832-8
155,2014-08-20 18:41:06,2014-09-03 06:03:23,51693674-6
10,2010-12-13 14:04:26,2010-12-18 05:12:06,28060713-4
115,2017-04-23 22:21:43,2017-05-02 04:49:33,23514054-3
32,2011-08-19 03:13:29,2011-08-22 15:46:04,25750021-7
97,2014-10-18 07:08:55,2014-10-24 10:27:21,77020926-9
147,2010-03-21 00:38:33,2010-04-04 04:35:11,16836029-0
40,2012-05-07 14:22:31,2012-05-17 01:33:49,22001298-0
73,2017-02-05 08:57:19,2017-02-12 17:09:45,33090056-3
17,2017-06-01 11:47:47,2017-06-10 20:19:01,69760987-3
208,2013-11-02 19:20:46,2013-11-13 07:21:26,66119831-1
0,2011-12-27 00:26:02,2012-01-09 16:57:02,47981838-k
21,2010-07-28 02:07:21,2010-08-03 05:40:41,56093204-9
80,2016-05-05 20:33:35,2016-05-14 09:11:21,92170041-5
113,2010-10-31 11:13:35,2010-11-04 13:49:15,94888169-1
89,2020-01-14 22:17:48,2020-01-23 03:18:33,58366562-5
33,2019-12-09 12:58:40,2019-12-20 22:22:29,13068977-9
114,2017-12-03 02:17:42,2017-12-15 06:14:15,48766480-4
15,2012-08-16 20:35:06,2012-08-28 03:55:28,20640357-8
40,2019-11-22 00:56:09,2019-11-27 10:56:54,77210598-3
210,2010-06-08 03:32:37,2010-06-20 07:36:48,83386046-1
143,2018-10-23 15:32:38,2018-11-06 08:09:58,61863167-2
176,2011-04-03 11:30:19,2011-04-13 20:55:50,72810804-5
24,2014-04-26 04:17:37,2014-04-30 15:43:32,32992512-9
132,2011-04-07 03:07:09,2011-04-18 10:18:27,54363208-2
202,2019-12-27 05:19:38,2020-01-09 08:35:14,91346186-k
1,2010-02-24 02:12:15,2010-03-01 02:49:22,39038168-9
121,2015-02-28 14:19:58,2015-03-11 06:37:32,70368495-5
182,2015-07-04 21:34:00,2015-07-16 08:37:35,33236616-5
88,2013-07-31 10:44:42,2013-08-09 10:51:49,73324033-4
